380.00000 0.00000
386.96999 0.00000
394.71442 0.09398
403.62052 0.18797
410.20329 0.56391
419.49661 1.59774
426.66021 3.28947
430.91965 4.98120
435.56631 7.80075
439.43853 11.74812
442.14908 15.13158
445.05324 18.04511
448.53824 17.95113
452.41045 14.19173
460.54211 10.90226
473.70765 8.17669
481.25847 10.05639
490.35818 14.75564
500.42594 21.33459
510.30010 26.78571
524.04647 32.42481
531.40368 35.24436
540.30978 38.62782
546.69894 41.44737
553.47531 44.83083
561.60697 49.34211
568.18974 53.85338
572.64279 57.04887
577.67667 61.18421
584.06583 67.19925
587.93804 70.95865
590.45499 73.59023
594.52081 77.91353
597.03775 80.73308
602.07164 85.43233
606.71830 90.13158
612.33301 93.89098
618.52856 98.02632
627.04743 100.09398
634.40465 98.77820
639.24492 96.52256
645.82769 92.01128
652.99129 85.99624
660.34850 77.72556
664.99516 72.46241
670.41626 65.88346
675.25653 60.05639
680.48403 54.04135
686.48596 47.27444
694.42401 39.37970
701.78122 32.61278
709.13843 26.69173
717.65731 21.14662
724.62730 17.19925
737.40561 11.74812
745.92449 9.02256
765.67280 4.88722
779.80639 3.28947
