380.00000 0.47037
387.93037 0.28222
407.65957 0.56444
418.10445 2.16369
424.48743 4.23330
430.29014 8.93697
434.15861 14.39323
436.67311 19.47319
438.80077 25.68203
440.73501 33.01976
442.28240 40.92192
443.82979 49.38852
444.79691 57.10254
445.95745 65.19285
447.31141 73.84760
449.05222 83.25494
450.98646 86.35936
452.72727 83.25494
454.27466 76.85795
455.62863 69.33208
457.56286 61.61806
459.49710 56.44403
461.04449 54.65663
463.17215 53.80997
464.71954 52.77516
467.23404 49.20038
470.13540 42.99153
473.81044 37.62935
476.32495 36.87676
479.61315 38.09972
487.35010 42.61524
495.08704 49.76482
501.66344 56.34995
508.62669 61.99436
518.29787 68.20320
529.51644 73.65945
541.12186 77.89276
554.27466 80.52681
573.23017 80.90310
587.93037 82.87865
600.30948 87.95861
612.49516 94.35560
623.13346 99.05927
629.32302 100.18815
637.05996 99.05927
644.41006 95.86077
654.85493 87.95861
662.20503 80.43274
668.39458 73.37723
675.74468 64.81656
680.19342 59.17215
687.93037 50.70555
693.15280 45.06115
702.05029 36.12418
714.04255 26.43462
725.26112 19.28504
735.12573 14.29915
746.15087 10.25400
759.69052 6.77328
773.61702 4.32738
780.00000 4.13923
